gender,age,education_level,experience_years,screening_score,shortlisted
Male,44,Bachelors,10,81.59764961951771,1
Female,29,Bachelors,5,75.13679175024869,1
Male,37,Bachelors,5,71.98773650345228,1
Male,32,High School,12,71.75584803585889,1
Male,45,Bachelors,10,86.82262344257057,1
Female,34,High School,13,62.69937780746851,1
Male,35,Masters,1,74.15255828367746,1
Male,36,Bachelors,7,64.71370508399822,0
Female,42,High School,2,50.63694193659997,1
Male,42,Bachelors,2,50.37265475137119,0
Female,48,High School,0,59.85363625023287,0
Female,40,Bachelors,18,63.41556833987705,1
Male,21,Masters,17,91.72949749360865,0
Female,30,High School,16,76.9838843430609,1
Male,28,Masters,19,77.8834302085942,0
Female,38,High School,12,63.62921493749644,0
Female,48,Bachelors,2,70.61327169519448,0
Male,21,Masters,0,93.06152984746214,0
Female,22,Bachelors,3,57.855823262224355,0
Female,21,High School,12,74.56238797367314,0
Female,21,Bachelors,16,86.11295766910263,0
Female,29,Bachelors,10,79.6594308547224,0
Female,33,Masters,1,88.01539613925233,0
Male,21,Bachelors,15,72.12865256527128,1
Female,33,Masters,1,76.03453025187098,0
Male,40,Masters,18,71.09774386790373,1
Female,46,Bachelors,18,75.3334555913958,1
Male,42,Masters,15,60.84793587696577,0
Male,27,Bachelors,18,77.92348408943683,1
Female,22,PhD,8,72.94248312767057,1
Female,26,High School,0,70.62659366254547,1
Female,27,Bachelors,9,87.46391637815854,0
Male,46,Bachelors,18,67.34614600895226,1
Female,34,Bachelors,0,82.07822034620433,1
Male,46,Bachelors,1,83.07278597099756,0
Male,38,Masters,15,78.55544384585463,0
Male,35,High School,11,60.34900329263421,0
Female,22,High School,7,73.59078297343156,1
Female,30,Masters,17,89.584743011315,0
Male,43,Bachelors,1,51.81446465313296,1
Male,32,PhD,12,68.12341505703799,0
Female,37,Masters,5,81.623085196682,1
Male,28,PhD,5,68.84679400212362,0
Female,31,Masters,8,78.09887816973873,0
Male,49,Bachelors,15,84.09191028599123,0
Female,23,High School,10,72.32006283148803,0
Male,47,Masters,6,75.08990520855541,0
Female,26,Bachelors,9,70.918709335802,0
Male,29,High School,9,72.97805881970316,0
Female,26,Bachelors,19,91.02602434896271,1
Female,29,PhD,17,69.36051507319353,1
Male,27,Bachelors,19,66.4684596205442,0
Male,29,Bachelors,8,80.41754229019762,0
Female,38,Bachelors,14,61.57077667758207,0
Male,32,Bachelors,3,63.85278542734759,1
Female,28,Bachelors,7,63.916547060473775,0
Male,28,Bachelors,8,67.4412547754196,0
Female,38,High School,12,67.87800535129942,0
Female,48,Masters,8,76.99099589665506,1
Female,40,Bachelors,3,66.57638364741322,0
Female,35,Masters,16,77.39463469235187,1
Female,47,Masters,15,78.64180704841783,0
Female,27,Bachelors,14,63.4648880066696,0
Male,31,Bachelors,2,78.4270601869845,0
Male,40,Bachelors,19,79.33418482958288,0
Male,36,Masters,4,52.39063563369142,0
Female,24,Bachelors,4,72.93480952873966,0
Female,26,Bachelors,19,64.93591891699087,0
Female,46,Bachelors,14,83.03064980332442,0
Female,42,Bachelors,17,64.83393814726438,0
Male,46,High School,14,56.6051684468933,1
Male,23,Bachelors,1,69.70183183331173,0
Female,29,Masters,12,61.03027695900882,1
Male,48,Bachelors,3,78.49585264537887,0
Male,30,Bachelors,9,61.91387501118213,0
Female,34,Bachelors,12,69.82493550811724,0
Male,31,Masters,9,85.45810427164164,0
Female,38,High School,8,80.98528622214137,0
Male,42,Masters,7,74.77839203288949,0
Female,32,Bachelors,2,68.72422287447725,1
Female,43,Bachelors,15,73.82896456211088,0
Female,32,High School,13,76.88983952725054,0
Female,33,High School,8,60.133976367845115,0
Male,45,Bachelors,10,78.5133724392384,0
Female,33,Bachelors,2,58.98305947442919,1
Female,39,Masters,4,75.72451935012276,0
Female,46,High School,9,58.93109595450359,0
Male,39,Bachelors,12,89.62796243370614,0
Female,43,Bachelors,3,77.63341624937038,0
Male,34,High School,12,54.43974721214046,1
Female,24,High School,11,69.99073373769848,1
Male,33,Bachelors,4,64.78577955915364,0
Male,28,Bachelors,9,63.602730702186356,0
Female,49,Bachelors,8,71.47103526468418,1
Male,43,Bachelors,19,60.72006250331502,0
Female,41,Bachelors,6,77.61465764984436,0
Female,43,High School,1,77.04654086999342,1
Female,39,Bachelors,6,73.51424774941985,0
Male,32,PhD,7,69.80495471459135,0
Male,38,Bachelors,6,76.59818285944982,0
Female,26,Bachelors,13,77.91385506077984,1
Female,38,Bachelors,18,74.54917736741682,0
Male,39,Masters,4,56.88125976819762,1
Female,42,Masters,17,62.116138861309935,1
Female,25,Bachelors,19,67.31939078507888,0
Female,44,PhD,11,55.24209102150303,0
Male,29,High School,16,72.2400313333153,0
Male,47,High School,12,84.11005207323618,0
Male,23,Masters,1,82.51690366759593,1
Female,48,Masters,12,77.39626144004875,0
Female,30,High School,6,77.27711933871555,0
Female,39,Bachelors,9,92.15295530963381,1
Male,23,High School,5,78.43863832178363,0
Female,49,Bachelors,2,79.25635686788347,1
Female,49,Masters,2,55.610853056638454,1
Female,42,Bachelors,17,83.32818794356268,0
Female,35,Bachelors,10,73.98497350305563,0
Male,21,Bachelors,19,69.20215654567322,1
Male,27,High School,4,66.72361875931762,1
Female,32,Bachelors,18,64.51404563330755,0
Male,37,Bachelors,18,82.56776878360895,0
Male,41,PhD,14,69.71641070742626,0
Female,46,Masters,15,64.88321441129752,0
Female,49,High School,8,62.284531952698856,0
Male,44,Masters,3,71.70598794462857,0
Female,40,Masters,14,66.40390295782217,0
Male,25,Masters,11,64.12244447500345,0
Female,24,Bachelors,2,56.178440307245296,1
Male,48,Bachelors,13,79.59357359504497,1
Female,32,Bachelors,16,68.61976724550233,0
Male,40,High School,18,59.147613429759794,0
Male,48,Bachelors,5,67.28763858667116,0
Male,44,Bachelors,3,75.49132055965617,0
Female,38,Bachelors,6,70.28840871603312,1
Male,37,Masters,18,71.9099374777061,0
Male,39,Bachelors,16,70.42548257990309,1
Female,29,High School,15,57.231442235589185,0
Female,24,PhD,14,79.4850854326353,1
Male,46,Masters,7,52.917538396180674,0
Male,41,Masters,18,74.61536574611442,0
Female,22,PhD,7,76.15570921495444,0
Female,24,Bachelors,17,67.80156296220818,1
Female,22,PhD,15,73.53422523805557,1
Female,35,High School,19,67.22864530759779,1
Female,22,Bachelors,18,73.65495203091115,1
Male,24,Bachelors,9,79.92922543518904,1
Female,26,High School,16,62.07873573614663,0
Male,27,High School,12,76.73964858952303,0
Male,30,Bachelors,12,86.92398002388111,1
Male,39,Masters,6,72.6456526253436,1
Female,39,Bachelors,9,64.96895775578588,1
Male,46,High School,1,92.63232839085535,0
Male,42,Masters,3,70.88706239044757,0
Female,49,Bachelors,5,72.31529903802877,1
Male,32,Bachelors,17,72.52374209533606,0
Male,23,Bachelors,5,74.4786332759928,0
Female,33,Bachelors,16,66.61125054551015,1
Male,38,Bachelors,13,71.89990860704171,1
Male,28,Masters,10,79.5218374343677,0
Male,41,Bachelors,18,66.26598978765244,1
Female,35,Bachelors,1,65.80006022873305,1
Female,21,Masters,2,67.07915524531349,1
Female,23,Masters,10,59.022271820158174,1
Male,46,High School,5,63.17160538148432,0
Male,28,High School,13,62.76420076359904,0
Female,24,High School,18,69.99477476331973,0
Male,36,Bachelors,15,78.36145655705768,0
Male,43,Bachelors,6,84.53714096879472,0
Female,30,High School,7,70.57188617191865,0
Female,32,PhD,18,74.56469751428708,0
Male,34,Bachelors,19,72.43393805907695,0
Male,34,Bachelors,15,49.065610447933416,0
Male,22,Bachelors,6,58.52109088139726,1
Female,43,Bachelors,8,77.6126429116474,0
Female,25,High School,12,78.5848517191958,0
Female,25,Bachelors,0,78.3560802511997,0
Female,26,Masters,7,68.22188015536611,0
Male,33,Bachelors,3,50.05165539399025,1
Female,29,Bachelors,2,59.71475014320828,0
Female,42,Bachelors,2,61.24492154352838,0
Female,48,High School,12,76.28768579090712,0
Female,49,High School,7,66.42628903583405,0
Female,35,Bachelors,6,86.90400508130418,0
Male,34,Bachelors,0,84.67638337860758,0
Male,44,High School,15,86.73698446220862,0
Female,27,Masters,5,60.83487006356778,1
Male,45,PhD,6,74.90891212141571,1
Female,40,Masters,11,65.2247591106213,0
Female,22,Masters,8,73.27871818233291,0
Male,27,Bachelors,10,61.9438625725604,0
Male,26,PhD,9,82.26156367551455,0
Female,37,High School,0,62.13068449796114,0
Female,47,PhD,17,50.52760975328903,1
Female,45,PhD,3,90.33780815743162,0
Male,45,Masters,4,74.4249667956793,1
Female,48,PhD,8,59.30873235581872,0
Female,22,Bachelors,16,68.37728884930863,1
Female,23,Bachelors,2,64.23142905283116,1
Male,25,Bachelors,15,70.0574144680444,1
Female,25,Bachelors,4,78.02780835914821,0
Female,21,High School,15,76.4577909290363,1
Male,28,Bachelors,2,72.53729020508514,1
Female,32,PhD,19,70.05253113309509,1
Female,44,High School,14,80.7867075752801,0
Male,24,Masters,2,50.74541781663106,1
Female,33,Masters,19,62.51067306739562,0
Male,43,Masters,13,60.213371667438324,0
Male,35,PhD,15,80.06257773002892,1
Female,31,Bachelors,16,62.609073843215285,0
Female,30,PhD,19,57.14044607709552,0
Female,23,Masters,17,75.49327546116933,0
Female,42,High School,17,60.912524190902744,1
Male,34,Bachelors,13,66.49273517491642,0
Female,36,Masters,17,93.81143900881698,0
Male,30,Bachelors,14,77.87138554003474,0
Female,49,Bachelors,14,67.88959392585325,1
Female,30,Bachelors,5,68.78871874055817,0
Female,32,High School,14,79.07487586221472,1
Male,29,Bachelors,17,76.62870430104631,0
Female,21,Masters,3,70.75599489450937,1
Female,25,Bachelors,7,71.03559942239424,1
Female,40,High School,14,55.20151519562028,0
Female,28,High School,2,53.099894499310636,0
Male,31,Bachelors,14,68.23177724226495,1
Female,32,Masters,12,63.66714814653856,0
Male,21,Bachelors,8,75.86079034340364,0
Male,45,Bachelors,1,71.97179743805626,1
Male,42,Bachelors,7,62.272256065056204,1
Male,40,Bachelors,19,71.63198459496357,0
Male,48,Masters,16,65.81767214445077,0
Male,45,Masters,12,90.66601378014029,0
Female,31,High School,0,73.86242298962958,0
Male,25,Bachelors,1,54.393930129670714,1
Male,35,High School,14,88.20515100219582,1
Male,25,Bachelors,11,63.6685099604275,1
Female,32,Bachelors,13,60.25263009219831,0
Female,25,High School,1,91.4368665254352,0
Male,37,Bachelors,17,73.45836657795563,0
Female,37,Bachelors,6,77.00766007205485,0
Male,44,Masters,5,77.3306011587215,1
Male,32,PhD,13,67.94010283762196,0
Female,44,High School,7,64.2759472981368,1
Male,48,Masters,1,65.9074254506226,1
Female,35,Bachelors,16,86.08866279244033,1
Female,35,Bachelors,4,72.03787553206809,1
Male,26,Masters,13,83.12915039716137,1
Male,32,Masters,19,69.23554872771501,0
Female,47,PhD,2,62.44616422656256,0
Male,49,Bachelors,4,55.57783526131946,0
Male,40,Bachelors,15,76.4800318515404,0
Male,38,Masters,17,86.94098078411974,1
Female,34,Bachelors,16,61.140269917534994,1
Female,22,Bachelors,10,75.1337256863802,0
Male,29,Bachelors,16,56.243842843192496,0
Female,25,Bachelors,15,64.44303322938109,0
Female,40,Bachelors,1,72.67936785374548,1
Female,46,High School,3,52.717059143295984,1
Female,49,Masters,6,69.81976747270618,1
Female,21,High School,1,61.63299526582854,0
Male,43,Bachelors,5,76.04759225738275,0
Male,23,Bachelors,16,68.3459935784647,1
Male,26,High School,6,79.39439019467584,1
Female,25,High School,4,67.20401713255185,0
Female,41,High School,4,56.37620480170491,1
Male,47,Masters,19,55.130399189637345,0
Female,25,Bachelors,15,50.909904964420306,1
Male,21,PhD,18,76.32957832609989,1
Male,37,Bachelors,8,95.57730919268994,1
Male,39,Bachelors,4,74.35238137185132,0
Female,34,Bachelors,7,86.72046882004341,0
Female,32,Bachelors,8,81.3357329078902,1
Male,30,Masters,4,64.81663990125914,1
Male,40,Bachelors,9,82.65315980990626,0
Male,41,Bachelors,1,65.21425308487485,1
Male,38,Masters,8,65.4129213046164,0
Female,44,Masters,10,67.9140767406369,1
Female,47,Masters,3,68.3880197767287,1
Male,31,Bachelors,1,76.61369463186148,0
Male,22,Masters,5,63.29113264109195,0
Female,45,Bachelors,13,78.89102778582978,0
Female,38,Bachelors,0,78.7474408303147,0
Male,49,Bachelors,17,73.42963532444485,0
Male,45,Bachelors,6,89.39611908607445,1
Male,27,High School,0,82.87392648658309,1
Female,44,Bachelors,0,80.69729290200465,0
Female,35,Masters,0,70.66153374543252,0
Female,31,Bachelors,3,73.51766137814326,0
Male,38,High School,3,75.23807363087754,0
Male,43,High School,17,70.13241373527605,0
Female,32,Masters,10,66.2443053969153,1
Female,26,Bachelors,0,45.94287257123688,1
Male,40,Bachelors,9,77.17765409124823,0
Female,43,Masters,8,80.41447216883354,1
Female,33,Masters,3,58.38881143843164,1
Male,40,Bachelors,5,76.05168649720491,0
Female,36,Bachelors,15,64.08473321682476,1
Male,38,Masters,1,66.33470817592926,1
Male,30,Bachelors,17,83.10760527363354,0
Male,48,High School,9,60.09365609785986,0
Male,43,Masters,16,60.0785221130678,1
Male,28,Bachelors,12,88.04834365643998,1
Male,38,Bachelors,17,68.54443301463617,0
Male,41,Bachelors,12,82.46545593231068,0
Female,21,High School,16,54.012971381710656,0
Male,43,High School,4,54.81396730409147,1
Male,28,Masters,10,60.87055484421579,0
Female,49,High School,6,65.18539223467312,1
Female,26,Bachelors,9,55.96713403346888,0
Female,25,Bachelors,16,73.6929647643,0
Male,35,High School,14,74.34594168656783,0
Female,42,PhD,17,61.01857122161462,0
Male,35,Bachelors,18,61.81401300609198,0
Male,22,Bachelors,1,63.132185661484385,0
Male,21,Bachelors,3,58.351142011069584,0
Male,43,Bachelors,2,41.044423000220824,0
Female,43,High School,6,69.14959693855134,0
Female,46,Masters,17,65.69562307299023,0
Male,31,PhD,9,66.71854155173426,1
Male,30,Bachelors,6,59.88196478991228,1
Male,38,Bachelors,7,78.10497499150267,1
Female,38,Masters,5,94.25391589417082,0
Male,37,Masters,0,61.659151439788445,0
Male,46,Bachelors,3,83.99696138972348,0
Female,28,Bachelors,13,73.66649812147294,0
Female,35,Bachelors,16,70.35419891782433,1
Male,28,Masters,19,66.55877263437169,0
Female,37,Masters,17,69.16783129766007,0
Female,32,High School,10,81.49590689698627,0
Male,47,Bachelors,13,58.61919039043488,1
Female,28,Masters,8,67.24993268848549,1
Male,45,Masters,14,82.49000207822503,0
Female,34,PhD,11,79.83714693527997,0
Male,24,Masters,9,58.77414061049757,1
Male,21,Bachelors,18,68.17408122218954,1
Male,21,Bachelors,18,77.28007847834027,0
Female,39,Bachelors,5,76.63428119321097,0
Male,36,High School,19,79.75134521243288,1
Female,34,Bachelors,5,73.84285888167298,1
Male,41,Masters,7,75.51953147995783,0
Male,36,High School,0,73.42796421927159,0
Female,25,Masters,16,85.79733077527891,1
Male,29,Bachelors,16,65.78188820568782,1
Male,46,PhD,14,70.48191162945217,1
Female,48,High School,6,59.850311676822905,1
Male,22,Bachelors,18,57.87978233195588,0
Male,38,Bachelors,2,73.2495670105838,1
Male,26,Bachelors,10,62.75813734058148,0
Male,29,Masters,19,69.42314397102643,1
Female,21,Masters,18,86.17749310524209,0
Female,29,High School,8,85.59937702372821,1
Male,45,Bachelors,9,92.24044778688301,0
Female,36,Bachelors,1,86.37652508399121,0
Male,33,Bachelors,0,94.0301819178549,0
Female,29,Masters,15,74.36529667812562,1
Male,41,Masters,17,60.96979417355416,1
Male,33,Bachelors,16,59.9960743051452,1
Male,29,Masters,5,83.9633060744152,0
Male,31,Bachelors,13,70.5162650281042,0
Male,24,Masters,14,71.26131515846016,1
Male,22,Bachelors,13,64.50928912046186,1
Female,49,Masters,2,65.70826060350717,1
Male,26,Masters,18,73.83759289776926,1
Female,34,Bachelors,11,59.44776509875963,1
Male,24,Masters,1,72.57138465808096,0
Female,26,High School,2,85.11080195135129,1
Female,39,Bachelors,17,48.66364158341179,1
Female,26,Bachelors,0,54.586881219228864,1
Male,22,PhD,19,76.75609961503058,1
Male,38,Masters,5,83.63967873660863,0
Female,33,Masters,4,65.10107269860318,0
Male,29,Masters,0,50.017593849554615,0
Female,43,Bachelors,18,84.31924173940752,0
Male,39,Masters,0,61.88934848085476,1
Female,33,Bachelors,15,66.38753657072388,1
Female,31,Bachelors,11,73.19044872319776,0
Male,21,High School,7,63.335666280892426,0
Female,44,Masters,15,61.23870272842805,1
Male,42,Masters,0,61.42199807435911,1
Female,27,Bachelors,3,88.57928560927684,0
Female,45,High School,9,81.59613588425282,1
Male,41,Masters,10,75.74517340617182,0
Male,35,High School,16,48.135667742654334,0
Male,21,Masters,6,75.78191895055586,0
Female,32,PhD,11,75.2420020840947,0
Male,46,Bachelors,6,57.21866859814834,0
Female,27,Bachelors,11,72.58710133473832,1
Female,35,Masters,14,80.51492496258689,1
Male,41,Masters,1,75.69365918593773,0
Male,39,Bachelors,13,63.19830598299774,0
Female,48,PhD,12,70.13264643083973,0
Female,49,High School,3,77.30356931201199,1
Male,45,Bachelors,13,70.5945203421765,1
Male,21,Masters,13,82.54284889106896,0
Male,37,Masters,15,73.95681556840108,0
Male,37,High School,6,77.52922665287831,1
Male,23,Masters,18,78.21400646991759,0
Female,32,Bachelors,1,59.33317296694137,0
Female,26,Bachelors,9,70.49986035356679,1
Female,46,High School,17,66.67645526481036,0
Female,31,Masters,16,80.43845994807079,0
Male,23,High School,4,74.63233046704025,0
Male,28,Bachelors,11,68.11787537894409,0
Male,34,Bachelors,5,57.18148596557337,1
Female,34,Masters,8,54.03091667879459,1
Female,30,Bachelors,19,73.10342619944953,1
Male,22,Masters,0,62.8278732276654,1
Male,34,Bachelors,14,76.66126468097232,0
Female,29,Bachelors,5,53.568597349237734,1
Female,23,Bachelors,18,85.92951198208891,1
Male,41,Masters,17,76.63864089931674,0
Male,46,Masters,5,70.99185089977728,0
Female,28,High School,12,86.83058936402732,1
Male,36,Bachelors,0,79.48417934221136,1
Male,22,High School,12,65.24996761382957,0
Male,26,Bachelors,6,70.7757630977833,0
Female,48,Bachelors,14,50.357257001852545,1
Female,41,Bachelors,11,80.64190310548851,0
Female,49,Bachelors,0,67.04048322008278,1
Female,46,Bachelors,14,50.22775154761018,0
Female,45,Bachelors,3,58.18161430591009,1
Female,32,Masters,12,78.7091204844941,0
Female,25,Bachelors,4,86.13802715036152,0
Male,22,High School,1,70.20425518918087,0
Male,36,Masters,0,60.179486580071064,0
Male,25,Bachelors,15,55.79250310320898,1
Male,35,Bachelors,5,84.14614618141108,0
Male,32,Bachelors,15,74.49467778447227,0
Male,24,Bachelors,13,66.69860379355254,0
Male,35,High School,2,64.3172821392446,1
Female,31,Bachelors,14,76.71829637733629,1
Female,36,Masters,2,76.4431849407136,0
Male,43,Bachelors,1,61.034155865440546,1
Male,26,Bachelors,0,58.57627509099058,1
Female,34,Bachelors,8,59.080973042865054,1
Male,38,High School,8,65.31775419525644,0
Male,32,Bachelors,6,63.10214546417244,1
Female,47,Masters,2,86.18092018169565,0
Male,31,High School,17,64.96219377740562,0
Female,33,Bachelors,10,57.5033355205027,0
Male,41,Bachelors,6,58.065025591004726,0
Female,43,Bachelors,8,68.16028398958404,0
Female,31,PhD,0,51.778758770211596,1
Female,43,High School,13,69.39879286137604,0
Male,36,Bachelors,19,56.63790499518436,0
Female,35,High School,5,81.586103667417,0
Male,41,PhD,6,71.16562349241946,0
Male,48,High School,9,91.21023601532443,0
Male,35,Bachelors,6,67.7179942049779,0
Male,45,Masters,1,38.68256166029746,0
Female,24,Masters,3,84.57681200356204,0
Female,31,Bachelors,16,75.01923158477068,0
Male,39,Bachelors,0,76.56907878960673,0
Male,35,Bachelors,9,59.97416410255951,1
Female,24,Bachelors,18,69.5715194440461,1
Male,41,Bachelors,14,71.8646087513566,1
Female,33,Bachelors,9,67.62179382393902,0
Male,42,Bachelors,18,52.65637174746526,0
Male,39,Bachelors,11,97.68692048259055,1
Female,22,Bachelors,15,78.35829237828226,0
Male,34,PhD,8,74.20584047020395,0
Female,49,Bachelors,14,83.13885621013979,0
Male,24,High School,16,76.44192211038842,0
Male,36,High School,13,63.227971199203,0
Male,41,PhD,17,82.4978275781769,1
Female,40,Bachelors,1,78.52216006578016,0
Male,34,High School,3,63.60714182685941,1
Male,47,Bachelors,17,77.90014668285045,0
Male,49,Bachelors,6,67.59429967823918,0
Male,35,Bachelors,12,72.08478199798613,1
Female,48,Bachelors,14,75.99650466913226,1
Female,23,High School,0,83.6849770130496,0
Male,28,PhD,10,63.54004014872946,0
Female,36,Bachelors,9,73.64962180652263,1
Male,30,Bachelors,4,90.15726226231195,0
Male,24,Masters,15,68.23952503973048,0
Male,38,Bachelors,10,71.96556777699583,1
Female,22,Bachelors,5,90.14230474477988,0
Female,37,Bachelors,8,76.37477471949104,0
Female,33,Bachelors,12,55.260197208388846,0
Female,24,Masters,7,62.04522347845635,0
Female,46,Masters,13,76.89579214365443,1
Female,45,High School,0,74.23004907890476,0
Female,31,High School,16,71.6257986673882,1
Female,27,Masters,4,91.61224183166465,0
Female,32,Masters,1,63.82512843841605,0
Male,30,Masters,8,69.25586176567964,0
Female,27,Bachelors,3,50.368897905617644,1
Female,33,Bachelors,16,81.60659888800973,1
Female,27,Masters,16,62.0114769893742,0
Female,44,Bachelors,17,80.57136768800929,0
Female,37,Bachelors,15,79.52030131437301,0
Female,30,High School,7,93.49099258787778,1
Female,49,Bachelors,10,76.49275576531213,0
Female,30,Bachelors,17,66.43913375679891,1
Female,44,Bachelors,9,74.53622959997092,0
Female,24,PhD,12,62.40747152171412,0
Female,40,Bachelors,16,73.19160177508908,0
Male,24,Masters,17,67.99097494457628,0
Male,42,High School,9,69.29661550328129,1
Female,27,Bachelors,15,61.016335120724364,1
Female,42,PhD,19,73.00446059762777,0
